element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
La,2,"=""639.905""","=""""","=""639.903+""","=""""","=""50""","=""""",,"=""21331.60""","=""36954.65""","=""4f.5d""","=""z 3G*""","=""4""","=""4f.(2F*<7/2>).6p<1/2>""","=""(7/2,1/2)""","=""3""",,"=""""","=""L3475""",
Fr,1,"=""639.914""","=""0.002""","=""639.9141""","=""0.0024""","=""""","=""2.63e+03""",,"=""16229.87""","=""31852.65""","=""6d""","=""2D""","=""3/2""","=""15p""","=""2P*""","=""3/2""",,"=""T6898""","=""L12264""",
N,2,"=""""","=""""","=""639.915""","=""""","=""""","=""9.48e+05""",D,"=""187091.37""","=""202714.12""","=""2s2.2p.3d""","=""1D*""","=""2""","=""2s2.2p.4p""","=""3D""","=""1""",,"=""T6385""","=""""",
Ar,2,"=""639.92085""","=""0.00008""","=""639.920633""","=""0.000017""","=""18""","=""6.e+05""",C,"=""143107.6801""","=""158730.2995""","=""3s2.3p4.(3P).3d""","=""4F""","=""5/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""",,"=""T926""","=""L11520""",
Cl,2,"=""""","=""""","=""639.940""","=""""","=""""","=""4.0e+06""",E,"=""146014.75""","=""161636.89""","=""3s2.3p3.(2P*).3d""","=""3P*""","=""2""","=""3s2.3p3.(4S*).5p""","=""3P""","=""2""",,"=""T1619CA,LS""","=""""",
Fe,1,"=""639.9649""","=""0.0006""","=""639.96460""","=""0.00006""","=""151""","=""""",,"=""32133.991""","=""47755.537""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d7.(4F).5s""","=""e 5F""","=""3""",,"=""""","=""L11631""",
Cs,2,"=""639.9671""","=""0.0004""","=""639.96701""","=""0.00006""","=""620""","=""""",,"=""157453.8634""","=""173075.3506""","=""5p5.(2P*<3/2>).4f""","=""2[7/2]""","=""3""","=""5p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L12126""",
W,1,"=""639.974""","=""""","=""639.968""","=""0.003""","=""10""","=""""",,"=""24789.66""","=""40411.12""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
Th,1,"=""639.99498""","=""0.00007""","=""639.994803""","=""0.000005""","=""160""","=""""",,"=""8800.249723""","=""24421.05861""","=""6d3.(4F).7s""","=""5F""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
Na,6,"=""""","=""""","=""640""","=""6""","=""""","=""8.80e+04""",E,"=""934740?""","=""950370""","=""2s2.2p.3d""","=""3P*""","=""0""","=""2s.2p2.(4P).3s""","=""3P""","=""1""",,"=""T5520c2,LS""","=""""",
Fe,1,"=""640.00008""","=""0.00012""","=""640.00000""","=""0.00006""","=""490000""","=""9.27e+06""",B,"=""29056.324""","=""44677.006""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""4""",,"=""T5783""","=""L11631""",
Hf,1,"=""640.024""","=""0.004""","=""640.0267""","=""0.0007""","=""15i""","=""""",,"=""25084.172""","=""40704.203""","=""5d3.(c 2D).6s""","=""a 3D""","=""2""","=""5d2.(a 3P).6s.(a 2P).6p""","=""x 1P*""","=""1""",,"=""""","=""L16323c153""",
Fe,1,"=""640.03175""","=""0.00012""","=""640.03163""","=""0.00006""","=""28200""","=""8.69e+02""",C+,"=""7376.764""","=""22996.674""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""4""",,"=""T5720""","=""L11631""",
Yb,1,"=""640.035""","=""""","=""""","=""""","=""35w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""640.069534""","=""0.000025""","=""640.069554""","=""0.000004""","=""490""","=""""",,"=""0.000000""","=""15618.98461""","=""6d2.7s2""","=""3F""","=""2""","=""5f.6d2.7s""","=""5H*""","=""3""",,"=""""","=""L18702""",
Eu,1,"=""640.093""","=""""","=""640.090+""","=""""","=""120cw""","=""1.75e+07""",B+,"=""13048.90""","=""28667.39""","=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""7/2""","=""4f7.(8S*).5d (9D*).6p""","=""z 10F""","=""5/2""",,"=""T7356""","=""L7586,L3475""",
Fe,2,"=""640.1025""","=""0.0003""","=""640.10157""","=""0.00004""","=""50""","=""""",,"=""27620.4033""","=""43238.6066""","=""3d6.(3F2).4s""","=""a 2F""","=""5/2""","=""3d6.(5D).4p""","=""z 6P*""","=""5/2""",,"=""""","=""L18349c148""",
Mo,1,"=""640.107""","=""""","=""640.1281+""","=""""","=""35*""","=""""",,"=""26189.445""","=""41807.000""","=""4d5.(4F).5s""","=""a 5F""","=""3""","=""""","=""3.1*""","=""2""",,"=""""","=""L3475""",
Mo,1,"=""640.107""","=""""","=""640.0833+""","=""""","=""35*""","=""""",,"=""39521.056""","=""55139.706""","=""4d6""","=""c 1I""","=""6""","=""""","=""97*""","=""6""",,"=""""","=""L3475""",
Ne,1,"=""640.1076""","=""0.0020""","=""640.10749""","=""0.00006""","=""1000""","=""1.39e+06""",B+,"=""151038.4524""","=""166656.5114""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""T2318""","=""L3469""",
Tm,1,"=""640.1439""","=""0.0005""","=""640.1454+""","=""""","=""220""","=""""",,"=""16742.237""","=""32359.372""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""7/2""",,"=""""","=""L2006,L3475""",
Ni,3,"=""""","=""""","=""640.15""","=""""","=""""","=""3.8e-02""",E,"=""1360.7""","=""16977.8""","=""3p6.3d8""","=""3F""","=""3""","=""3p6.3d8""","=""3P""","=""1""",E2,"=""T493""","=""""",
Y,1,"=""640.2007""","=""""","=""640.20062""","=""0.00006""","=""75""","=""2.7e+05""",C+,"=""530.351""","=""16146.138""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d.5s.(3D).5p""","=""z 2D*""","=""3/2""",,"=""T4373""","=""L7610,L3475""",
W,1,"=""640.207""","=""""","=""640.205""","=""0.003""","=""12""","=""""",,"=""13777.71""","=""29393.40""","=""5d4.6s2""","=""3F2""","=""2""","=""5d4.6s.(6D).6p""","=""5P*""","=""2""",,"=""""","=""L153""",
Ne,1,"=""640.2248""","=""0.0001""","=""640.22472""","=""0.00006""","=""20000""","=""5.149e+07""",AAA,"=""134041.8400""","=""149657.0392""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""",,"=""T4273""","=""L7292""",
N,1,"=""""","=""""","=""640.2364""","=""""","=""""","=""7.89e+05""",C,"=""94770.880""","=""110385.795""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""1/2""",,"=""u18,LS""","=""""",
Th,2,"=""640.29353""","=""0.00021""","=""640.293954""","=""0.000010""","=""73""","=""""",,"=""13818.33810""","=""29431.84884""","=""5f.6d.(3F*).7s""","=""*""","=""7/2""","=""5f2.(3F).7s""","=""4F""","=""7/2""",,"=""""","=""L12239""",
Ar,2,"=""640.30123""","=""0.00015""","=""640.30137""","=""0.00004""","=""11""","=""""",,"=""196119.1021""","=""211732.4320""","=""3s2.3p4.(3P<1>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<1>).6g""","=""2[5]""","=""9/2""",,"=""""","=""L11520""",
Os,1,"=""640.315""","=""""","=""""","=""""","=""22""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cu,2,"=""640.3384""","=""0.0003""","=""640.33840""","=""0.00016""","=""9600""","=""2.7e+07""",D+,"=""122415.957""","=""138028.384""","=""3d9.(2D<3/2>).4d""","=""2[1/2]""","=""0""","=""3d9.(2D<3/2>).4f""","=""2[3/2]*""","=""1""",,"=""T9697""","=""L869c171""",
S,1,"=""640.358""","=""0.003""","=""640.3589""","=""0.0004""","=""160""","=""6.93e+05""",D,"=""63446.038""","=""79057.965""","=""3s2.3p3.(4S*).4p""","=""5P""","=""1""","=""3s2.3p3.(4S*).7s""","=""5S*""","=""2""",,"=""T8595,T7952""","=""L7427""",
Ag,2,"=""640.36""","=""0.12""","=""640.5327""","=""0.0007""","=""60""","=""""",,"=""120911.2048""","=""136518.895""","=""4d9.(2D<5/2>).6s""","=""2[5/2]""","=""2""","=""4d9.(2D<3/2>).6p""","=""2[5/2]*""","=""2""",,"=""""","=""L647c114""",
Th,1,"=""640.38623""","=""0.00016""","=""640.386270""","=""0.000005""","=""95""","=""""",,"=""7502.287636""","=""23113.54761""","=""6d3.(4F).7s""","=""5F""","=""3""","=""5f.6d2.7s""","=""5G*""","=""4""",,"=""""","=""L12239""",
Sc,15,"=""""","=""""","=""640.4""","=""""","=""""","=""2.82e+01""",C,"=""184840""","=""200450""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p3""","=""2P*""","=""3/2""",M1,"=""T3941""","=""""",
Sc,15,"=""""","=""""","=""640.4""","=""""","=""""","=""4.7e-05""",E,"=""184840""","=""200450""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p3""","=""2P*""","=""3/2""",E2,"=""T3941""","=""""",
W,1,"=""640.421""","=""""","=""640.419""","=""0.003""","=""30""","=""1.50e+05""",D,"=""14976.18""","=""30586.64""","=""5d4.6s2""","=""3D""","=""2""","=""5d4.6s.(6D).6p""","=""5P*""","=""3""",,"=""T4976""","=""L153""",
Ni,1,"=""""","=""""","=""640.4444""","=""""","=""""","=""3.2e-02""",E,"=""0.000""","=""15609.844""","=""3d8.(3F).4s2""","=""3F""","=""4""","=""3d8.(3P).4s2""","=""3P""","=""2""",E2,"=""T848""","=""""",
C,4,"=""""","=""""","=""640.450""","=""""","=""""","=""4.70e+06""",B,"=""482706.0""","=""[498315.7]""","=""1s2.7s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""3/2""",,"=""T3225LS""","=""""",
Fe,2,"=""""","=""""","=""640.46017""","=""0.00011""","=""""","=""7.4e-02""",C,"=""20516.9534""","=""36126.412""","=""3d7""","=""a 2D2""","=""5/2""","=""3d6.(3D).4s""","=""b 2D""","=""3/2""",M1+E2,"=""T8961""","=""""",
Th,1,"=""640.46274""","=""0.00025""","=""640.463115""","=""0.000017""","=""28""","=""""",,"=""24084.94271""","=""39694.3296""","=""6d2.7s.7p""","=""5G*""","=""6""","=""5f.6d2.7p ""","=""5I""","=""5""",,"=""""","=""L12239""",
Na,2,"=""640.479""","=""0.010""","=""""","=""""","=""60""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L914""",
C,4,"=""""","=""""","=""640.495""","=""""","=""""","=""4.70e+06""",B,"=""482706.0""","=""[498314.6]""","=""1s2.7s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""1/2""",,"=""T3225LS""","=""""",
Th,1,"=""640.50854""","=""0.00008""","=""640.508628""","=""0.000013""","=""99""","=""""",,"=""23916.89747""","=""39525.1752""","=""""","=""*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L5951""",
Fe,2,"=""640.5086""","=""0.0012""","=""640.50792""","=""0.00005""","=""40""","=""""",,"=""89625.951""","=""105234.246""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""3/2""","=""3d6.(3P2).4d""","=""4P""","=""5/2""",,"=""""","=""L18349c146""",
Am,1,"=""640.511""","=""""","=""""","=""""","=""1000l""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3500""",
N,1,"=""""","=""""","=""640.5255""","=""""","=""""","=""3.68e+05""",C,"=""94793.490""","=""110401.356""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
V,1,"=""640.5975""","=""0.0003""","=""640.59768""","=""0.00021""","=""24000""","=""""",,"=""17182.073""","=""32788.181""","=""3d4.(3G).4s""","=""a 4G""","=""9/2""","=""3d3.(2H).4s.4p.(3P*)""","=""z 4H*""","=""9/2""",,"=""""","=""L15916""",
Eu,1,"=""640.611""","=""""","=""640.611+""","=""""","=""40""","=""3.75e+06""",B+,"=""13222.04""","=""28827.83""","=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""9/2""","=""4f6.(7F).5d.6s2""","=""8D""","=""7/2""",,"=""T7356""","=""L7586,L3475""",
Ba,3,"=""640.6154""","=""0.0020""","=""640.6140""","=""0.0016""","=""6""","=""""",,"=""232029.83""","=""247635.54""","=""5p5.(2P*<3/2>).7p""","=""2[1/2]""","=""0""","=""5p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3667""",
Te,1,"=""640.619""","=""0.012""","=""640.6103""","=""0.0008""","=""210""","=""""",,"=""54535.345""","=""70141.145""","=""5p3.(4S*).6p""","=""5P""","=""3""","=""5p3.(4S*).9d""","=""5D*""","=""4""",,"=""""","=""L5813,L3315""",
Ti,2,"=""640.621""","=""0.002""","=""640.62394""","=""0.00007""","=""6""","=""""",,"=""25192.9650""","=""40798.4333""","=""3d.4s2""","=""c 2D""","=""5/2""","=""3d2.(3P).4p""","=""y 4D*""","=""7/2""",,"=""""","=""L5432""",
Th,1,"=""640.644609""","=""0.000006""","=""640.644602""","=""0.000004""","=""2700""","=""""",,"=""4961.658832""","=""20566.62381""","=""6d2.7s2""","=""3F""","=""4""","=""6d2.7s.7p""","=""5D*""","=""4""",,"=""""","=""L18702""",
Hf,1,"=""640.6530""","=""0.0015""","=""640.6540""","=""0.0003""","=""110""","=""""",,"=""14541.677""","=""30146.412""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""3""","=""5d3.(b 4P).6s""","=""b 3P""","=""2""",,"=""""","=""L16323""",
Ne,3,"=""640.658""","=""""","=""640.660""","=""0.005""","=""90""","=""5.6e+07""",D,"=""448251.88""","=""463856.46""","=""2s2.2p3.(4S*).4d""","=""3D*""","=""3""","=""2s2.2p3.(4S*).5p""","=""3P""","=""2""",,"=""T8046""","=""L10704""",
Mg,3,"=""640.6619""","=""""","=""640.6637""","=""""","=""8""","=""""",,"=""546531.6""","=""562136.1""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""",,"=""""","=""L6095""",
Tm,1,"=""640.6823""","=""0.0005""","=""640.6830+""","=""""","=""63""","=""4.2e+05""",B,"=""18853.823""","=""34457.853""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",,"=""T6708""","=""L2006""",
Fr,1,"=""640.689""","=""0.002""","=""640.6887""","=""0.0024""","=""""","=""2.63e+04""",,"=""16229.87""","=""31833.76""","=""6d""","=""2D""","=""3/2""","=""15p""","=""2P*""","=""1/2""",,"=""T6898""","=""L12264""",
V,1,"=""640.6999""","=""0.0004""","=""640.70019""","=""0.00021""","=""14000""","=""""",,"=""26505.953""","=""42109.564""","=""3d4.(5D).4p""","=""y 6D*""","=""5/2""","=""3d4.(5D).4d""","=""e 6P""","=""5/2""",,"=""""","=""L15916""",
Zr,1,"=""640.700""","=""""","=""""","=""""","=""35""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Xe,1,"=""640.705""","=""0.013""","=""640.70+""","=""""","=""""","=""""",,"=""81925.514""","=""97529.2""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).19f""","=""2[5/2]""","=""2""",,"=""""","=""L11704""",
Xe,3,"=""640.753""","=""0.005""","=""640.740+""","=""""","=""1""","=""""",,"=""166880.09""","=""182482.74""","=""5s2.5p3.(4S*).4f""","=""5F""","=""2""","=""5s2.5p3.(4S*).7s""","=""5S*""","=""2""",,"=""""","=""L10579""",
N,1,"=""""","=""""","=""640.7675""","=""""","=""""","=""6.30e+05""",C,"=""94793.490""","=""110395.463""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
Ti,1,"=""640.7800""","=""0.0005""","=""640.78003""","=""0.00025""","=""3""","=""""",,"=""25068.842""","=""40670.509""","=""3d3.(2F).4s""","=""3F""","=""3""","=""3d3.(4P).4p""","=""r 3D*""","=""2""",,"=""""","=""L10989""",
Fe,1,"=""640.80179""","=""0.00012""","=""640.80171""","=""0.00006""","=""74000""","=""3.12e+06""",B,"=""29732.736""","=""45333.875""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""1""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""2""",,"=""T5783""","=""L11631""",
S,1,"=""640.813""","=""0.003""","=""640.8136""","=""0.0004""","=""210""","=""1.15e+06""",D,"=""63457.1166""","=""79057.965""","=""3s2.3p3.(4S*).4p""","=""5P""","=""2""","=""3s2.3p3.(4S*).7s""","=""5S*""","=""2""",,"=""T8595,T7952""","=""L7427""",
Sc,1,"=""640.815""","=""0.002""","=""640.8155""","=""0.0009""","=""1""","=""""",,"=""24656.712""","=""40257.516""","=""3d.4s.(1D).4p""","=""2P*""","=""1/2""","=""3d.4s.(3D).4d""","=""2D""","=""3/2""",,"=""""","=""L4189c12""",
Fe,2,"=""640.83343""","=""0.00017""","=""640.83486""","=""0.00004""","=""150bl(Fe I)""","=""""",,"=""89924.150""","=""105524.482""","=""3d6.(5D).5p""","=""6F*""","=""11/2""","=""3d6.(3F2).4d""","=""4H""","=""9/2""",,"=""""","=""L18349c148""",
Fe,1,"=""640.8335""","=""0.0003""","=""640.83326""","=""0.00006""","=""219""","=""""",,"=""35379.208""","=""50979.579""","=""3d7.(4F).4p""","=""z 3G*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""4""",,"=""""","=""L11631""",
Th,1,"=""640.8425""","=""0.0004""","=""640.841959""","=""0.000013""","=""19""","=""""",,"=""17959.89498""","=""33560.0542""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L3552""",
Cs,2,"=""640.8451""","=""0.0005""","=""640.84583""","=""0.00013""","=""340""","=""""",,"=""167349.9741""","=""182950.039""","=""5p5.(2P*<3/2>).5f""","=""2[7/2]""","=""3""","=""5p5.(2P*<1/2>).5g""","=""2[9/2]*""","=""4""",,"=""""","=""L12126""",
Sr,1,"=""640.8463""","=""0.0003""","=""640.8463""","=""0.0003""","=""3100""","=""2.4e+07""",C+,"=""18319.261""","=""33919.315""","=""5s.4d""","=""3D""","=""3""","=""4d.5p""","=""3F*""","=""4""",,"=""T5960""","=""L7362""",
Gd,1,"=""640.855""","=""""","=""""","=""""","=""22""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""640.85985""","=""0.00005""","=""640.859836""","=""0.000010""","=""320""","=""""",,"=""1521.89632""","=""17121.62038""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""5f.(2F*).6d2.(1D)""","=""*""","=""3/2""",,"=""""","=""L5951""",
Th,1,"=""640.86327""","=""0.00006""","=""640.863273""","=""0.000013""","=""200""","=""""",,"=""20867.97560""","=""36467.6160""","=""5f.6d2.7s""","=""5I*""","=""7""","=""""","=""""","=""7""",,"=""""","=""L5951""",
Tc,1,"=""640.8830""","=""""","=""640.8826""","=""""","=""100""","=""""",,"=""16415.64""","=""32014.81""","=""4d5.5s2""","=""4G""","=""5/2""","=""4d6.(5D).5p""","=""4F*""","=""5/2""",,"=""""","=""L149""",
Ar,2,"=""640.8909""","=""0.0004""","=""640.89048""","=""0.00017""","=""7""","=""""",,"=""195031.2028""","=""210630.181""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""","=""3s2.3p4.(3P<2>).6g""","=""2[3]""","=""7/2""",,"=""""","=""L11520""",
Na,4,"=""""","=""""","=""640.9""","=""0.6""","=""""","=""3.01e+01""",E,"=""556796.""","=""572393.8""","=""2s2.2p3.(2P*).3s""","=""1P*""","=""1""","=""2s2.2p3.(2D*).3p""","=""3D""","=""2""",,"=""T7663c11""","=""""",
Mo,1,"=""640.9095""","=""""","=""640.9093+""","=""""","=""26""","=""2.43e+05""",B+,"=""18356.491""","=""33955.010""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""3""",,"=""T5293""","=""L10250,L3475""",
P,3,"=""640.9204""","=""""","=""""","=""""","=""150""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4134""",
W,1,"=""640.934""","=""""","=""640.931""","=""0.003""","=""1""","=""""",,"=""29853.66""","=""45451.65""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153c23""",
Cr,2,"=""640.94033""","=""0.00015""","=""640.94052""","=""0.00012""","=""9""","=""""",,"=""105507.9497""","=""121105.710""","=""3d4.(5D<3>).4f""","=""2[6]*""","=""13/2""","=""3d4.(5D<3>).6g""","=""2[7]""","=""15/2""",,"=""""","=""L18847""",
Cs,2,"=""640.9441""","=""0.0005""","=""640.9443""","=""0.0007""","=""48""","=""""",,"=""167943.5275""","=""183541.197""","=""5p5.(2P*<3/2>).8p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).14d""","=""2[7/2]*""","=""4""",,"=""""","=""L12126""",
Hf,1,"=""640.9500""","=""0.0015""","=""640.9512""","=""0.0005""","=""530""","=""""",,"=""21738.7225""","=""37336.222""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5F*""","=""1""","=""5d3.(2D).6s""","=""b 3D""","=""1""",,"=""""","=""L16323""",
Th,1,"=""640.9553""","=""0.0004""","=""640.955563""","=""0.000004""","=""29""","=""""",,"=""7280.123222""","=""22877.51748""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L3552""",
Xe,3,"=""640.967""","=""0.005""","=""640.966+""","=""""","=""1""","=""""",,"=""156392.68""","=""171989.82""","=""5s2.5p3.(2P*).5d""","=""3D*""","=""3""","=""5s2.5p3.(2D*).6p""","=""1D""","=""2""",,"=""""","=""L10579""",
Ne,1,"=""640.97469""","=""0.00040""","=""640.97485""","=""0.00006""","=""1500""","=""1.41e+06""",B+,"=""150315.8612""","=""165912.7861""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",,"=""T2734""","=""L4498""",
Kr,2,"=""640.984""","=""""","=""640.978+""","=""""","=""10Hhs*""","=""""",,"=""152314.48""","=""167911.34""","=""4s2.4p4.(1D).5p""","=""2D*""","=""5/2""","=""4s2.4p4.(3P).5d""","=""2P""","=""3/2""",,"=""""","=""L7386""",
Kr,2,"=""640.984""","=""""","=""640.975+""","=""""","=""10Hhs*""","=""""",,"=""175339.62""","=""190936.53""","=""4s2.4p4.(3P).6d""","=""4D""","=""7/2""","=""4s2.4p4.(3P<2>).9f""","=""2[4]*""","=""9/2""",,"=""""","=""L7386""",
Eu,1,"=""641.004""","=""""","=""641.003+""","=""""","=""180""","=""3.34e+07""",B+,"=""12923.72""","=""28519.97""","=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""5/2""","=""4f7.(8S*).5d (9D*).6p""","=""z 10F""","=""3/2""",,"=""T7356""","=""L7586,L3475""",
Tm,1,"=""641.0150""","=""0.0005""","=""641.0149+""","=""""","=""38""","=""1.36e+05""",B,"=""18853.823""","=""34449.774""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""11/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)""","=""(6,5/2)*""","=""13/2""",,"=""T6708""","=""L2006""",
Kr,1,"=""641.01725""","=""""","=""641.01725+""","=""""","=""5""","=""""",,"=""94092.8626""","=""109688.7558""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L11281""",
Br,1,"=""641.0322""","=""0.0012""","=""641.032+""","=""""","=""2500""","=""""",,"=""74672.32""","=""90267.85""","=""4s2.4p4.(3P<2>).5p""","=""2[2]*""","=""5/2""","=""4s2.4p4.(3P<2>).6d""","=""2[4]""","=""7/2""",,"=""""","=""L351""",
Pr,1,"=""641.069""","=""""","=""""","=""""","=""10w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Rb,2,"=""641.0848""","=""0.0005""","=""641.0848""","=""0.0007""","=""50""","=""""",,"=""192308.877""","=""207903.128""","=""4p5.(2P*<3/2>).4f""","=""2[7/2]""","=""3""","=""4p5.(2P*<3/2>).6g""","=""2[9/2]*""","=""4""",,"=""""","=""L2590""",
Mn,2,"=""641.0969""","=""0.0006""","=""641.0974""","=""0.0005""","=""2""","=""""",,"=""66542.539""","=""82136.483""","=""3d5.(4G).4p""","=""z 5F*""","=""5""","=""3d5.(6S).4d""","=""e 5D""","=""4""",,"=""""","=""L562""",
La,1,"=""641.099""","=""""","=""641.098+""","=""""","=""210""","=""1.71e+07""",B+,"=""3010.002""","=""18603.92""","=""5d2.(3F).6s""","=""4F""","=""5/2""","=""5d2.(3F).6p""","=""4G*""","=""7/2""",,"=""T9460""","=""L3475""",
Fe,1,"=""641.1107""","=""0.0003""","=""641.11054""","=""0.00006""","=""417""","=""""",,"=""38175.355""","=""53768.979""","=""3d7.(4F).4p""","=""y 3D*""","=""3""","=""3d7.(4F).4d""","=""f 5G""","=""4""",,"=""""","=""L11631""",
Ba,1,"=""641.1112""","=""""","=""641.1112+""","=""""","=""3""","=""""",,"=""12636.623""","=""28230.231""","=""6s.6p""","=""3P*""","=""1""","=""6s.7s""","=""1S""","=""0""",,"=""""","=""L9224""",
Mn,2,"=""641.112""","=""0.009""","=""641.1124""","=""0.0004""","=""6""","=""""",,"=""14325.866""","=""29919.444""","=""3d6""","=""a 5D""","=""4""","=""3d5.(4P).4s""","=""a 5P""","=""2""",E2,"=""""","=""L13469,L18001""",
