element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Th,2,"=""467.59308""","=""0.00007""","=""467.593155""","=""0.000022""","=""35""","=""""",,"=""18568.2655""","=""39948.3940""","=""5f.(2F*).6d2.(3F)""","=""*""","=""1/2""","=""5f2.(3F).6d""","=""""","=""1/2""",,"=""""","=""L5951""",
Th,1,"=""467.605551""","=""0.000005""","=""467.605555""","=""0.000003""","=""2700""","=""""",,"=""10414.13700""","=""31793.69851""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""4""",,"=""""","=""L18702""",
Th,1,"=""467.61364""","=""0.00003""","=""467.613645""","=""0.000005""","=""280""","=""""",,"=""10783.15535""","=""32162.34702""","=""6d.7s2.7p""","=""3F*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L5951""",
O,2,"=""467.62350""","=""""","=""467.62350""","=""""","=""20""","=""2.05e+07""",B,"=""185499.124""","=""206877.865""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""",,"=""T6172,T6632""","=""L6915""",
Th,1,"=""467.62481""","=""0.00022""","=""467.624689""","=""0.000011""","=""8""","=""""",,"=""17224.302340""","=""38602.9891""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L3552""",
Cr,1,"=""467.630""","=""0.006""","=""467.6230""","=""0.0022""","=""8w""","=""""",,"=""35807.707""","=""57186.47""","=""3d5.(4F).4s""","=""c 3F""","=""2""","=""""","=""p 5F*""","=""3""",,"=""""","=""L808""",
Th,3,"=""467.630388""","=""0.000024""","=""467.630384""","=""0.000020""","=""370""","=""""",,"=""7921.08782""","=""29299.5142""","=""5f.6d""","=""3D*""","=""1""","=""5f2""","=""3P""","=""0""",,"=""""","=""L5951""",
Xe,2,"=""467.646""","=""""","=""467.641+""","=""""","=""200H""","=""""",,"=""132207.76""","=""153585.71""","=""5s2.5p4.(1D<2>).6p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(1D<2>).6d""","=""2[3]""","=""5/2""",,"=""""","=""L6925""",
Th,2,"=""467.65076""","=""0.00007""","=""467.650781""","=""0.000013""","=""27""","=""""",,"=""20310.94225""","=""41688.4362""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",,"=""""","=""L5951""",
Ti,1,"=""467.6528""","=""0.0003""","=""467.65240""","=""0.00007""","=""8""","=""""",,"=""21588.495""","=""42965.9148""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""4""","=""3d4""","=""3F1""","=""3""",,"=""""","=""L10989""",
W,1,"=""467.6623""","=""""","=""467.6622""","=""0.0018""","=""20""","=""""",,"=""19535.01""","=""40911.98""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
C,1,"=""467.666""","=""0.010""","=""467.668116""","=""0.000007""","=""5300d""","=""2.7e+03""",E,"=""60393.1693""","=""81769.87089""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.4p""","=""1D""","=""2""",,"=""T9787""","=""L2138""",
Th,2,"=""467.6680""","=""0.0003""","=""467.667954""","=""0.000020""","=""14""","=""""",,"=""23012.0585""","=""44388.7675""","=""5f.(2F*).6d2.(3P)""","=""*""","=""3/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",,"=""""","=""L2372""",
Hf,1,"=""467.6710""","=""0.0011""","=""467.6709""","=""0.0004""","=""120""","=""""",,"=""25084.172""","=""46460.747""","=""5d3.(c 2D).6s""","=""a 3D""","=""2""","=""""","=""4646*""","=""1""",,"=""""","=""L16323""",
Xe,2,"=""467.675""","=""""","=""467.676+""","=""""","=""2""","=""""",,"=""132207.76""","=""153584.09""","=""5s2.5p4.(1D<2>).6p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(1D<2>).6d""","=""2[1]""","=""3/2""",,"=""""","=""L6925""",
Tm,1,"=""467.6878""","=""0.0005""","=""467.6880+""","=""""","=""12""","=""5.2e+05""",C,"=""19748.543""","=""41124.334""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""9/2""","=""""","=""*""","=""9/2""",,"=""T6708""","=""L2006""",
Tb,1,"=""467.690""","=""""","=""""","=""""","=""80""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Sm,2,"=""467.691""","=""""","=""""","=""""","=""680""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Rb,3,"=""467.6922""","=""0.0005""","=""467.692""","=""0.003""","=""1""","=""""",,"=""179095.92""","=""200471.55""","=""4s2.4p4.(3P<1>).5s""","=""(1,1/2)""","=""1/2""","=""4s2.4p4.(3P<2>).5p""","=""2[1]*""","=""1/2""",,"=""""","=""L3713""",
W,1,"=""467.693""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Th,2,"=""467.6936""","=""0.0003""","=""467.693029""","=""0.000015""","=""43""","=""""",,"=""17460.62698""","=""38836.1899""","=""5f.6d.(3P*).7s""","=""4P*""","=""5/2""","=""5f.6d.(3D*).7p""","=""""","=""3/2""",,"=""""","=""L2372""",
Ti,1,"=""467.6951""","=""0.0003""","=""467.69526""","=""0.00018""","=""8""","=""""",,"=""20209.447""","=""41584.908""","=""3d3.(2D2).4s""","=""b 1D""","=""2""","=""3d3.(2G).4p""","=""v 1F*""","=""3""",,"=""""","=""L10989""",
Th,1,"=""467.697210""","=""0.000022""","=""467.697209""","=""0.000007""","=""410""","=""""",,"=""14206.91694""","=""35582.2888""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L5951""",
O,2,"=""467.7068""","=""""","=""467.7065""","=""""","=""8""","=""""",,"=""234454.634""","=""255829.58""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).4f G""","=""2[4]*""","=""7/2""",,"=""""","=""L10621""",
Kr,1,"=""467.716""","=""""","=""467.71348+""","=""""","=""1""","=""""",,"=""85846.7046""","=""107221.333""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
Cu,1,"=""467.7340""","=""0.0021""","=""467.7344""","=""0.0011""","=""3h""","=""""",,"=""46598.35""","=""67972.02""","=""3d9.(2D).4s.4p.(3P*)""","=""2D*""","=""5/2""","=""3d9.4s.(1D).5s""","=""2D""","=""3/2""",,"=""""","=""L772""",
Hf,1,"=""467.7350""","=""0.0011""","=""""","=""""","=""79""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
W,1,"=""467.7374""","=""""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Pm,1,"=""467.746""","=""""","=""""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Ti,1,"=""467.7485""","=""0.0003""","=""467.74843""","=""0.00015""","=""21""","=""""",,"=""24694.892""","=""46067.923""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1G*""","=""4""","=""3d2.4s.(2F).4d""","=""e 1G""","=""4""",,"=""""","=""L10989""",
C,1,"=""467.755""","=""0.020""","=""467.740""","=""0.004""","=""890w,bl(Fe)*""","=""""",,"=""68856.35208""","=""90229.76""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).14s""","=""2[3/2]*""","=""1""",,"=""""","=""L2138""",
C,1,"=""467.755""","=""0.020""","=""467.757""","=""0.022""","=""890w,bl(Fe)*""","=""""",,"=""68856.35208""","=""90229.0""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).13d""","=""2[5/2]*""","=""2""",,"=""""","=""L2138""",
Ti,4,"=""467.758""","=""""","=""467.759+""","=""""","=""3""","=""""",,"=""300158.76""","=""321531.3""","=""3p6.6h""","=""2H*""","=""9/2""","=""3p6.8i""","=""2I""","=""11/2""",,"=""""","=""L2753""",
Ti,4,"=""467.758""","=""""","=""467.759+""","=""""","=""3""","=""""",,"=""300158.76""","=""321531.3""","=""3p6.6h""","=""2H*""","=""11/2""","=""3p6.8i""","=""2I""","=""11/2""",,"=""""","=""L2753""",
Ti,4,"=""467.758""","=""""","=""467.759+""","=""""","=""3""","=""""",,"=""300158.76""","=""321531.3""","=""3p6.6h""","=""2H*""","=""11/2""","=""3p6.8i""","=""2I""","=""13/2""",,"=""""","=""L2753""",
Fe,1,"=""467.7589""","=""0.0003""","=""467.75874""","=""0.00003""","=""79""","=""""",,"=""33507.123""","=""54879.683""","=""3d7.(4F).4p""","=""y 5D*""","=""3""","=""3d7.(4F).4d""","=""e 3P""","=""2""",,"=""""","=""L11631""",
V,1,"=""467.7593""","=""0.0003""","=""467.75890""","=""0.00007""","=""13000""","=""""",,"=""26344.902""","=""47717.455""","=""3d3.(4F).4s.4p.(3P*)""","=""z 2G*""","=""9/2""","=""47717e""","=""4F""","=""7/2""",,"=""""","=""L15916""",
Ag,1,"=""467.760""","=""""","=""467.72""","=""0.04""","=""30w*""","=""""",,"=""58789.879""","=""80164.0""","=""4d9.5s.(3D).5p""","=""4F*""","=""7/2""","=""4d9.5s.(3D).6s""","=""4D""","=""5/2""",,"=""""","=""L3326""",
Ag,1,"=""467.760""","=""""","=""467.79""","=""0.04""","=""30w*""","=""""",,"=""58042.063""","=""79413.0""","=""4d10.6f""","=""2F*""","=""7/2""","=""4d9.5s.(3D).6s""","=""4D""","=""7/2""",,"=""""","=""L3326""",
Hf,1,"=""467.761""","=""0.005""","=""467.75645""","=""0.00024""","=""79""","=""""",,"=""27533.7873""","=""48906.452""","=""5d2.(a 3P).6s.(a 4P).6p""","=""y 5D*""","=""1""","=""5d4""","=""h 3D""","=""2""",,"=""""","=""L16323""",
S,3,"=""467.7615""","=""""","=""467.7609""","=""""","=""9""","=""7.07e+06""",D+,"=""148398.97""","=""169771.43""","=""3s2.3p.4s""","=""1P*""","=""1""","=""3s2.3p.4p""","=""3D""","=""1""",,"=""T7942c84""","=""L11011""",
Cr,1,"=""467.762""","=""0.006""","=""467.76037""","=""0.00003""","=""4w""","=""""",,"=""23933.8561""","=""45306.3417""","=""3d4.4s2""","=""a 3H""","=""4""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""5""",,"=""""","=""L808""",
W,1,"=""467.7690""","=""""","=""467.7688""","=""0.0018""","=""20""","=""""",,"=""19826.04""","=""41198.14""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
Sr,1,"=""467.7750""","=""0.0005""","=""467.77503""","=""0.00022""","=""600""","=""""",,"=""21698.452""","=""43070.268""","=""5s.5p""","=""1P*""","=""1""","=""5s.8d""","=""3D""","=""2""",,"=""""","=""L4447""",
Cl,1,"=""""","=""""","=""467.7765""","=""""","=""""","=""5.4e+05""",D+,"=""74225.846""","=""95597.593""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""1/2""",,"=""T1277,T694""","=""""",
Tm,2,"=""467.786""","=""""","=""""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Pm,1,"=""467.792""","=""""","=""""","=""""","=""500r""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Li,2,"=""467.806""","=""""","=""467.806""","=""0.003""","=""3""","=""1.5931e+08""",AAA,"=""[561272.75]""","=""[582643.17]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""1F*""","=""3""",,"=""T8636c73""","=""L3501""",
Pm,1,"=""467.809""","=""""","=""""","=""""","=""400r""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Th,1,"=""467.81459""","=""0.00005""","=""467.814393""","=""0.000022""","=""43*""","=""""",,"=""19516.98043""","=""40886.9980""","=""6d2.7s.7p""","=""5D*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Th,1,"=""467.81459""","=""0.00005""","=""467.814710""","=""0.000011""","=""43*""","=""""",,"=""19986.16721""","=""41356.1703""","=""5f.6d2.7s""","=""5H*""","=""6""","=""""","=""""","=""5""",,"=""""","=""L5951""",
Cd,1,"=""467.81493""","=""""","=""467.81500""","=""0.00006""","=""200""","=""1.3e+07""",C,"=""30113.990""","=""51483.980""","=""4d10.5s.5p""","=""3P*""","=""0""","=""4d10.5s.6s""","=""3S""","=""1""",,"=""T4515""","=""L3486""",
Th,2,"=""467.81955""","=""0.00009""","=""467.819590""","=""0.000018""","=""17""","=""""",,"=""24982.44580""","=""46352.2260""","=""5f.(2F*).6d2.(1G)""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",,"=""""","=""L5951""",
Ne,1,"=""467.8218""","=""0.0001""","=""467.82177""","=""0.00009""","=""3000""","=""""",,"=""150315.8612""","=""171685.542""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L7292""",
Th,1,"=""467.823526""","=""0.000022""","=""467.823527""","=""0.000007""","=""470""","=""""",,"=""14206.91694""","=""35576.5173""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Li,2,"=""""","=""""","=""467.829""","=""0.003""","=""""","=""1.235e+04""",AA,"=""[561272.75]""","=""[582642.10]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""467.829""","=""""","=""467.829""","=""0.003""","=""1""","=""6.172e+07""",AA,"=""[561272.75]""","=""[582642.10]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""3F*""","=""3""",,"=""T8636c73""","=""L3501""",
Xe,2,"=""467.831""","=""""","=""467.831+""","=""""","=""2h""","=""""",,"=""124571.09""","=""145940.34""","=""5s2.5p4.(3P<1>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(3P<1>).6d""","=""2[2]""","=""3/2""",,"=""""","=""L6925""",
Ne,2,"=""467.8314""","=""0.0020""","=""467.8314""","=""0.0018""","=""60""","=""""",,"=""303071.8002""","=""324441.04""","=""2s2.2p4.(3P).4d""","=""4P""","=""5/2""","=""2s2.2p4.(3P<0>).8f""","=""2[3]*""","=""7/2""",,"=""""","=""L1406""",
Sr,1,"=""467.8326""","=""0.0003""","=""467.829""","=""0.004""","=""1000h""","=""1.9e+07""",C,"=""20149.685""","=""41519.04""","=""5s.4d""","=""1D""","=""2""","=""5s.5f""","=""1F*""","=""3""",,"=""T5363""","=""L7362""",
Y,1,"=""467.83566""","=""""","=""467.83564""","=""0.00009""","=""60""","=""""",,"=""19147.983""","=""40517.030""","=""4d.5s.(3D).5p""","=""z 4P*""","=""5/2""","=""4d.5s.(3D).5d""","=""f 4P""","=""5/2""",,"=""""","=""L7610,L3475""",
Th,1,"=""467.83623""","=""0.00007""","=""467.836269""","=""0.000006""","=""31""","=""""",,"=""7280.123222""","=""28649.14156""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L5951""",
O,2,"=""""","=""""","=""467.8424""","=""""","=""""","=""4.40e+05""",C,"=""240330.01""","=""261698.75""","=""2s2.2p2.(3P).4s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""T5723LS""","=""""",
Hf,1,"=""467.8430""","=""0.0011""","=""""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
W,1,"=""467.848""","=""""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Nb,1,"=""467.848""","=""""","=""""","=""""","=""110""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""467.8594""","=""0.0003""","=""467.858922""","=""0.000013""","=""14""","=""""",,"=""20120.15582""","=""41488.1395""","=""5f.(2F*).6d2.(3P)""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",,"=""""","=""L2372""",
N,1,"=""""","=""""","=""467.8595""","=""""","=""""","=""2.69e+05""",C+,"=""86220.510""","=""107588.469""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""",,"=""T6340""","=""""",
Xe,4,"=""467.860""","=""0.001""","=""467.86+""","=""""","=""5""","=""""",,"=""170490.3""","=""191858.2""","=""5s2.5p2.(3P).6s""","=""4P""","=""5/2""","=""5s2.5p2.(3P).4f""","=""4F*""","=""3/2""",,"=""""","=""L11502""",
Ne,1,"=""467.86107""","=""0.00020""","=""467.86089""","=""0.00011""","=""500""","=""""",,"=""150121.5922""","=""171489.486""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
Th,2,"=""467.86264""","=""0.00007""","=""467.862594""","=""0.000022""","=""27""","=""""",,"=""20969.0139""","=""42336.8299""","=""5f.(2F*).6d2.(3P)""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",,"=""""","=""L5951""",
Br,2,"=""467.870""","=""""","=""""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7484""",
Fe,1,"=""467.88455""","=""0.00007""","=""467.88456""","=""0.00003""","=""6200""","=""4.97e+06""",B,"=""29056.324""","=""50423.137""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""4""",,"=""T5720""","=""L11631""",
Tc,1,"=""467.8903""","=""""","=""467.8910""","=""""","=""200""","=""""",,"=""21450.48""","=""42817.00""","=""4d6.(3G).5s""","=""4G""","=""9/2""","=""4d5.(4D).5s.(5D).5p""","=""6D*""","=""9/2""",,"=""""","=""L149""",
Th,1,"=""467.90019""","=""0.00005""","=""467.900139""","=""0.000011""","=""43""","=""""",,"=""13962.51989""","=""35328.6213""","=""6d3.(2D2).7s""","=""""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L5951""",
P,2,"=""""","=""""","=""467.9028""","=""""","=""""","=""9.6e+07""",D,"=""106001.25""","=""127367.23""","=""3s2.3p.4p""","=""3S""","=""1""","=""3s2.3p.4d""","=""3P*""","=""2""",,"=""T1619CA,LS""","=""""",
W,1,"=""467.904""","=""""","=""467.9039""","=""0.0018""","=""8""","=""1.52e+06""",B,"=""18280.48""","=""39646.41""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""3""",,"=""T6977""","=""L153""",
Th,2,"=""467.9045""","=""0.0003""","=""467.904326""","=""0.000024""","=""14""","=""""",,"=""20310.94225""","=""41676.8525""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f2.(3F).6d""","=""""","=""3/2""",,"=""""","=""L2372""",
Er,2,"=""467.906""","=""""","=""""","=""""","=""150""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ne,1,"=""467.9135""","=""0.0001""","=""467.91360""","=""0.00013""","=""1500""","=""""",,"=""150315.8612""","=""171681.348""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
Gd,1,"=""467.918""","=""""","=""""","=""""","=""170""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Fe,1,"=""467.9224""","=""0.0004""","=""467.92174""","=""0.00007""","=""302bl*""","=""""",,"=""36766.966""","=""58132.081""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""3""","=""3d6.4s.(4D).4d""","=""5F""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""467.9224""","=""0.0004""","=""467.92253""","=""0.00003""","=""302bl*""","=""1.29e+05""",C+,"=""26224.969""","=""47590.048""","=""3d7.(2D2).4s""","=""a 3D""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""4""",,"=""T6110""","=""L11631""",
V,1,"=""467.9282""","=""0.0002""","=""467.92818""","=""0.00007""","=""200000""","=""""",,"=""26352.634""","=""47717.455""","=""3d4.(5D).4p""","=""y 4D*""","=""5/2""","=""47717e""","=""4F""","=""7/2""",,"=""""","=""L15916""",
Th,1,"=""467.93900""","=""0.00022""","=""467.938948""","=""0.000013""","=""13""","=""""",,"=""20922.12244""","=""42286.4519""","=""""","=""*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L3552""",
N,3,"=""""","=""""","=""467.942""","=""""","=""""","=""1.28e+06""",B,"=""353440.6""","=""374804.8""","=""2s.2p.(1P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",,"=""T7192LS""","=""""",
Xe,2,"=""467.945""","=""""","=""467.940+""","=""""","=""3hl""","=""""",,"=""127010.80""","=""148375.10""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<1>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L6925""",
V,1,"=""467.9476""","=""0.0003""","=""467.94750""","=""0.00007""","=""11000""","=""""",,"=""19189.283""","=""40553.222&dagger;""","=""3d4.(3P2).4s""","=""b 2P""","=""3/2""","=""3d3.(2D2).4s.4p.(3P*)""","=""2D*""","=""5/2""",,"=""""","=""L15916""",
Th,1,"=""467.94789""","=""0.00009""","=""467.947800""","=""0.000020""","=""15""","=""""",,"=""23015.15141""","=""44379.0767""","=""""","=""*""","=""5""","=""""","=""""","=""5""",,"=""""","=""L5951""",
W,2,"=""467.95013""","=""""","=""467.9503""","=""0.0007""","=""3""","=""""",,"=""24991.591""","=""46355.404""","=""""","=""""","=""3/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
Th,1,"=""467.95751""","=""0.00022""","=""467.957779""","=""0.000024""","=""17""","=""""",,"=""20214.92997""","=""41578.3997""","=""6d2.7s.7p""","=""5D*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L3552""",
W,2,"=""467.96743""","=""""","=""467.9679""","=""0.0018""","=""10p""","=""""",,"=""31538.785""","=""52901.794""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
Ti,1,"=""467.9706""","=""0.0005""","=""467.97173""","=""0.00009""","=""8q""","=""""",,"=""8492.422""","=""29855.255""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d3.(4F).4p""","=""x 5D*""","=""1""",,"=""""","=""L10989""",
V,1,"=""467.9767""","=""0.0003""","=""467.97650""","=""0.00015""","=""99000bl(V II)""","=""""",,"=""19026.326""","=""40388.941""","=""3d4.(3F2).4s""","=""a 2F""","=""5/2""","=""3d3.(2D2).4s.4p.(3P*)""","=""2D*""","=""3/2""",,"=""""","=""L15916""",
N,3,"=""""","=""""","=""467.983""","=""""","=""""","=""6.40e+06""",B,"=""353442.5""","=""374804.8""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",,"=""T7192LS""","=""""",
Th,1,"=""467.99190""","=""0.00022""","=""467.992389""","=""0.000009""","=""13""","=""""",,"=""16783.84708""","=""38145.7369""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L3552""",
Gd,1,"=""468.004""","=""""","=""""","=""""","=""260""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
S,4,"=""468.0048""","=""""","=""468.0053""","=""""","=""1w""","=""4.23e+06""",D,"=""318639.2""","=""340000.5""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s.3p.(1P*).4p""","=""2P""","=""3/2""",,"=""T6527c4,LS""","=""u24""",
Ce,2,"=""468.013""","=""""","=""468.0119+""","=""""","=""150""","=""1.26e+07""",B,"=""8531.678""","=""29892.677""","=""4f2.(3F).6s""","=""4F""","=""7/2""","=""4f2.(3H<5>).6p<3/2>""","=""(5,3/2)*""","=""7/2""",,"=""T8629""","=""L3475""",
Zn,1,"=""468.013590""","=""0.000022""","=""468.013589""","=""0.000020""","=""540000""","=""""",,"=""32311.3176""","=""53672.2398""","=""3d10.4s.4p""","=""3P*""","=""0""","=""3d10.4s.5s""","=""3S""","=""1""",,"=""""","=""L9761""",
Tm,1,"=""""","=""""","=""468.0158+""","=""""","=""""","=""7.5e+05""",B,"=""19748.543""","=""41109.364""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",,"=""T6708""","=""""",
Th,1,"=""468.023771""","=""0.000018""","=""468.023773""","=""0.000004""","=""730""","=""""",,"=""10414.13700""","=""31774.59439""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Fe,1,"=""468.02945""","=""0.00007""","=""468.02946""","=""0.00003""","=""269""","=""7.32e+03""",A,"=""12968.554""","=""34328.752""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d7.(4F).4p""","=""y 5F*""","=""3""",,"=""T3831""","=""L11631""",
Ne,1,"=""468.03670""","=""0.00020""","=""468.03671""","=""0.00007""","=""1000""","=""""",,"=""150315.8612""","=""171675.728""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""""","=""L4498""",
